text,category,priority,sentiment
"bahut problem hai, pipeline supply band hai ghar ke paas jaldi solve kare",water,Normal,Negative
dp nahi aa rahi ghar ke paas immediate action needed,electricity,Normal,Neutral
"bahut problem hai, waste drain block ho gaya hai colony me jaldi solve kare",sanitation,Normal,Negative
urgent: construction toot gayi hai colony me please fix asap,roads,High,Negative
"serious issue, pipeline supply band hai market me",water,High,Negative
urgent: noise control nahi ho raha area me jaldi solve kare,public,High,Negative
"serious issue, bijli faat gaya near hospital bahut dikkat ho rahi hai",electricity,High,Negative
complaint: safai nahi uthaya gaya ghar ke paas bahut dikkat ho rahi hai,sanitation,Normal,Negative
"serious issue, tap pipeline leak ho rahi hai main road pe bahut dikkat ho rahi hai",water,Normal,Negative
"bahut prblm h, tap pipeline leak ho rahi h near school immediate action needed",water,Normal,Neutral
"please help, waste bahut badbu aa rahi hai colony me please fix asap",sanitation,Normal,Negative
"serious issue, drain cleaning nahi hui near school jaldi solve kare",sanitation,Normal,Negative
urgent: power shock lagne ka danger hai near hospital jaldi solve kare,electricity,High,Negative
electricity power failure ho gaya hai society me immediate action needed,electricity,Normal,Neutral
noise traffic jam ho raha h market me bahut dikkat ho rahi h,public,Normal,Neutral
garbage overflow ho raha hai colony me jaldi solve kare,sanitation,High,Negative
complaint: voltage current nahi aa raha colony me bahut dikkat ho rahi hai,electricity,Normal,Negative
complaint: nala area ganda hai ghar ke paas immediate action needed,sanitation,Normal,Neutral
"serious issue, garbage kachra jama hai colony me immediate action needed",sanitation,High,Negative
complaint: kooda overflow ho raha hai near school bahut dikkat ho rahi hai,sanitation,High,Negative
"please help, crowd control nahi ho raha market me bahut dikkat ho rahi h",public,Normal,Neutral
complaint: light shock lagne ka danger h near hospital immediate action needed,electricity,High,Negative
"serious issue, sadak bade potholes hai colony me please fix asap",roads,High,Negative
light transformer kharab hai near school,electricity,Normal,Neutral
complaint: pothole toot gayi hai ghar ke paas jaldi solve kare,roads,High,Negative
"bahut prblm h, water ganda pani aa raha h colony me immediate action needed",water,High,Negative
"please help, kooda drain block ho gaya h society me please fix asap",sanitation,Normal,Neutral
urgent: street bade potholes h market me immediate action needed,roads,High,Negative
sadak construction incomplete hai ghar ke paas jaldi solve kare,roads,Normal,Neutral
urgent: sadak kaam adhura hai market me bahut dikkat ho rahi hai,roads,High,Negative
light meter ka issue hai area me please fix asap,electricity,Normal,Negative
"please help, parking disturbance create ho raha hai near school bahut dikkat ho rahi hai",public,Normal,Neutral
"bahut problem hai, tap pipeline leak ho rahi hai market me",water,Normal,Neutral
complaint: pani ganda pani aa raha hai ghar ke paas bahut dikkat ho rahi hai,water,Normal,Neutral
"please help, sadak bahut kharab condition me hai market me immediate action needed",roads,Normal,Negative
"serious issue, pothole bahut kharab condition me hai colony me jaldi solve kare",roads,High,Negative
"serious issue, transformer transformer kharab h market me",electricity,Normal,Negative
"serious issue, pipeline ganda pani aa raha hai main road pe bahut dikkat ho rahi hai",water,Normal,Negative
complaint: crowd bahut zyada hai ghar ke paas jaldi solve kare,public,Normal,Negative
pothole toot gayi hai market me,roads,High,Negative
awaz control nahi ho raha near hospital jaldi solve kare,public,Normal,Neutral
"serious issue, pothole bade potholes hai near school immediate action needed",roads,Normal,Negative
"please help, crowd traffic jam ho raha hai colony me please fix asap",public,High,Negative
"serious issue, safai overflow ho raha hai society me bahut dikkat ho rahi hai",sanitation,Normal,Negative
urgent: nala overflow ho raha hai main road pe bahut dikkat ho rahi hai,sanitation,High,Negative
"serious issue, crowd bahut zyada hai near school",public,Normal,Negative
urgent: pothole accident ka danger hai main road pe immediate action needed,roads,High,Negative
"serious issue, pothole bahut kharab condition me hai area me bahut dikkat ho rahi hai",roads,Normal,Negative
urgent: crowd control nahi ho raha market me bahut dikkat ho rahi hai,public,High,Negative
"please help, power nahi aa rahi colony me bahut dikkat ho rahi hai",electricity,Normal,Neutral
"bahut problem hai, jal tap se pani nahi aa raha colony me immediate action needed",water,Normal,Neutral
urgent: noise bahut zyada hai market me please fix asap,public,High,Negative
complaint: traffic control nahi ho raha near hospital jaldi solve kare,public,Normal,Neutral
"bahut problem hai, electricity faat gaya area me",electricity,Normal,Negative
noise bahut zyada hai near school jaldi solve kare,public,High,Negative
urgent: tap ganda pani aa raha hai society me jaldi solve kare,water,High,Negative
urgent: sadak accident ka danger hai society me,roads,High,Negative
"serious issue, crowd log bahut shor kar rahe h area me please fix asap",public,Normal,Negative
meter fluctuation ho raha hai ghar ke paas please fix asap,electricity,Normal,Negative
complaint: supply pipeline leak ho rahi hai area me please fix asap,water,Normal,Neutral
urgent: awaz traffic jam ho raha h near school bahut dikkat ho rahi h,public,High,Negative
"bahut problem hai, road bahut kharab condition me hai near hospital",roads,Normal,Neutral
"serious issue, pothole bade potholes hai ghar ke paas please fix asap",roads,High,Negative
complaint: sadak kaam adhura hai society me please fix asap,roads,Normal,Neutral
"please help, garbage cleaning nahi hui area me please fix asap",sanitation,Normal,Neutral
"bahut problem hai, jal water issue hai society me jaldi solve kare",water,Normal,Neutral
complaint: water supply band hai ghar ke paas jaldi solve kare,water,Normal,Neutral
awaz illegal parking ho rahi hai colony me immediate action needed,public,Normal,Neutral
"serious issue, parking traffic jam ho raha hai area me jaldi solve kare",public,Normal,Negative
"serious issue, garbage drain block ho gaya hai colony me bahut dikkat ho rahi hai",sanitation,High,Negative
"please help, pipeline tap se pani nahi aa raha market me jaldi solve kare",water,Normal,Negative
"please help, meter faat gaya market me please fix asap",electricity,Normal,Neutral
"please help, safai drain block ho gaya hai ghar ke paas bahut dikkat ho rahi hai",sanitation,Normal,Negative
urgent: crowd traffic jam ho raha hai market me jaldi solve kare,public,High,Negative
"serious issue, crowd illegal parking ho rahi hai main road pe please fix asap",public,Normal,Negative
complaint: dp nahi aa rahi ghar ke paas please fix asap,electricity,Normal,Negative
urgent: safai drain block ho gaya hai society me please fix asap,sanitation,High,Negative
urgent: water tap se pani nahi aa raha near hospital immediate action needed,water,High,Negative
"serious issue, noise log bahut shor kar rahe h ghar ke paas bahut dikkat ho rahi h",public,Normal,Negative
power nahi aa rahi ghar ke paas please fix asap,electricity,Normal,Neutral
"please help, tap pipeline leak ho rahi hai main road pe immediate action needed",water,Normal,Neutral
drain kachra jama hai society me bahut dikkat ho rahi hai,sanitation,Normal,Neutral
"bahut problem hai, construction kaam adhura hai society me please fix asap",roads,Normal,Negative
transformer meter ka issue hai market me immediate action needed,electricity,Normal,Negative
"please help, water supply band hai society me bahut dikkat ho rahi hai",water,High,Negative
"serious issue, parking bahut zyada hai area me please fix asap",public,Normal,Negative
urgent: crowd disturbance create ho raha hai near school please fix asap,public,High,Negative
complaint: pothole bade potholes hai ghar ke paas immediate action needed,roads,Normal,Neutral
street toot gayi hai colony me,roads,Normal,Neutral
"please help, supply pressure bahut kam hai society me please fix asap",water,Normal,Neutral
"bahut problem hai, construction road damage hai near hospital immediate action needed",roads,Normal,Neutral
"bahut problem hai, crowd traffic jam ho raha hai main road pe immediate action needed",public,Normal,Negative
urgent: power shock lagne ka danger hai society me please fix asap,electricity,High,Negative
"serious issue, dp shock lagne ka danger hai market me immediate action needed",electricity,High,Negative
"serious issue, power bar bar cut ho rahi hai ghar ke paas please fix asap",electricity,Normal,Negative
"bahut prblm h, garbage cleaning nahi hui colony me please fix asap",sanitation,Normal,Neutral
urgent: kooda drain block ho gaya hai market me please fix asap,sanitation,High,Negative
urgent: pothole accident ka danger hai ghar ke paas,roads,High,Negative
urgent: traffic log bahut shor kar rahe hai area me immediate action needed,public,High,Negative
urgent: awaz traffic jam ho raha hai colony me,public,High,Negative
urgent: jal ganda pani aa raha hai market me bahut dikkat ho rahi hai,water,High,Negative
complaint: supply water issue hai near hospital bahut dikkat ho rahi hai,water,Normal,Neutral
"bahut problem hai, noise disturbance create ho raha hai near school",public,High,Negative
"please help, safai overflow ho raha h colony me jaldi solve kare",sanitation,Normal,Neutral
"bahut problem hai, sadak construction incomplete hai ghar ke paas immediate action needed",roads,Normal,Negative
"serious issue, crowd control nahi ho raha market me jaldi solve kare",public,Normal,Negative
complaint: sadak toot gayi hai market me,roads,High,Negative
"serious issue, noise log bahut shor kar rahe hai area me",public,Normal,Negative
"bahut problem hai, pothole road damage hai colony me immediate action needed",roads,Normal,Negative
"serious issue, electricity current nahi aa raha market me please fix asap",electricity,Normal,Negative
urgent: road bahut kharab condition me hai market me please fix asap,roads,High,Negative
"please help, tap water issue h colony me jaldi solve kare",water,Normal,Neutral
"bahut problem hai, dp current nahi aa raha market me",electricity,High,Negative
complaint: traffic log bahut shor kar rahe hai society me,public,Normal,Neutral
jal water issue hai area me bahut dikkat ho rahi hai,water,Normal,Neutral
urgent: pothole toot gayi hai near school please fix asap,roads,High,Negative
"please help, construction toot gayi hai society me jaldi solve kare",roads,Normal,Neutral
"serious issue, noise traffic jam ho raha hai near hospital bahut dikkat ho rahi hai",public,Normal,Negative
"bahut problem hai, crowd control nahi ho raha colony me jaldi solve kare",public,Normal,Neutral
"bahut problem hai, pothole bade potholes hai market me bahut dikkat ho rahi hai",roads,Normal,Neutral
"bahut problem hai, pani water issue hai ghar ke paas immediate action needed",water,Normal,Negative
"serious issue, dp fluctuation ho raha hai area me",electricity,Normal,Negative
urgent: transformer power failure ho gaya hai society me,electricity,High,Negative
"bahut problem hai, kooda kachra jama hai market me jaldi solve kare",sanitation,High,Negative
"please help, supply tap se pani nahi aa raha society me jaldi solve kare",water,Normal,Negative
pani nahi aa raha society me jaldi solve kare,water,Normal,Neutral
